university_name,university_url
Instituto Tecnológico Superior de Rioverde,http://www.itsrv.edu.mx/
Instituto Tecnológico Superior de Salvatierra,http://itess.edu.mx/
Instituto Tecnológico Superior de San Andrés Tuxtla,http://www.itssat.edu.mx/
"Instituto Tecnológico Superior de San Luis Potosí, Capital",http://www.tecsuperiorslp.edu.mx/
Instituto Tecnológico Superior de San Martín Texmelucan,http://www.itssmt.edu.mx/
Instituto Tecnológico Superior de San Miguel el Grande,http://www.itsmigra.edu.mx/
Instituto Tecnológico Superior de San Pedro de las Colonias,http://www.tecsanpedro.edu.mx/web/
Instituto Tecnológico Superior de Santa María de El Oro,http://www.itssmo.edu.mx/
Instituto Tecnológico Superior de Santiago Papasquiaro,http://www.itsantiago.edu.mx/
Instituto Tecnológico Superior de Sur de Guanajuato,http://www.itsur.edu.mx/
Instituto Tecnológico Superior de Sur del Estado de Yucatán,http://www.itsyucatan.edu.mx/
Instituto Tecnológico Superior de Tacámbaro,http://www.itstacambaro.edu.mx/
Instituto Tecnológico Superior de Tala,http://www.itstala.edu.mx/
Instituto Tecnológico Superior de Tamazula de Gordiano,http://www.tectamazula.mx/w/
Instituto Tecnológico Superior de Tamazunchale,http://tectamazunchale.edu.mx/itstmz/
Instituto Tecnológico Superior de Tantoyuca,http://www.itsta.edu.mx/
Instituto Tecnológico Superior de Tepeaca,http://www.itstepeaca.edu.mx/
Instituto Tecnológico Superior de Tepexi de Rodríguez,http://www.itstepexi.edu.mx/
Instituto Tecnológico Superior de Teposcolula,http://www.itsteposcolula.edu.mx/
Instituto Tecnológico Superior de Tequila,http://www.itstequila.edu.mx/
Instituto Tecnológico Superior de Teziutlán,http://www.itsteziutlan.edu.mx/
Instituto Tecnológico Superior de Tierra Blanca,http://www.itstb.edu.mx/
Instituto Tecnológico Superior de Tlaxco,http://www.itstlaxco.edu.mx/
Instituto Tecnológico Superior de Uruapan,http://www.tecuruapan.edu.mx/
Instituto Tecnológico Superior de Valladolid,http://www.itsva.edu.mx/
Instituto Tecnológico Superior de Venustiano Carranza,http://www.itsvc.edu.mx/
Instituto Tecnológico Superior de Villa La Venta,http://www.itslv.edu.mx/
Instituto Tecnológico Superior de Xalapa,http://www.itsx.edu.mx/
Instituto Tecnológico Superior de Zacapoaxtla,http://www.itsz.edu.mx/
Instituto Tecnológico Superior de Zacatecas Norte,http://www.itszn.edu.mx/
Instituto Tecnológico Superior de Zacatecas Occidente,https://itszo.mx/
Instituto Tecnológico Superior de Zacatecas Sur,http://www.itszas.edu.mx/
Instituto Tecnológico de Estudios Superiores de Zamora,http://www.teczamora.mx/
Instituto Tecnológico Superior de Zapopan,http://www.itszapopan.edu.mx/
Instituto Tecnológico Superior de Zapotlanejo,http://www.itszapotlanejo.edu.mx/
Instituto Tecnológico Superior de Zongolica,http://www.itszongolica.edu.mx/
Tecnológico de Estudios Superiores de Chalco,http://tesch.edu.mx/
Tecnológico de Estudios Superiores de Cuautitlán Izcalli,http://www.tesci.edu.mx/
Tecnológico de Estudios Superiores de Huixquilucan,http://www.tesh.edu.mx/
Tecnológico de Estudios Superiores de Ixtapaluca,http://tesi.org.mx/
Tecnológico de Estudios Superiores de Jilotepec,http://www.tesji.edu.mx/
Plataforma Nacional de Transparencia,https://consultapublicamx.inai.org.mx/vut-web/
Plataforma Nacional de Transparencia,https://consultapublicamx.inai.org.mx/vut-web/
Plataforma Nacional de Transparencia,https://consultapublicamx.inai.org.mx/vut-web/
Plataforma Nacional de Transparencia,https://consultapublicamx.inai.org.mx/vut-web/
Plataforma Nacional de Transparencia,https://consultapublicamx.inai.org.mx/vut-web/
Escuela Superior de Guerra,http://www.escuelasuperiordeguerra.iese.edu.ar/
Dirección General Adjunta de Educación Naval de La Secretaria de Marina,http://www.digaden.edu.mx/pagina%20principal/index_pagina_principal.htm
Heroica Escuela Naval Militar,http://www.henm.edu.mx/
Instituto de Investigaciones y Capacitación Electoral,http://www.iice.edu.mx/instituto/
Escuela Judicial del Estado de Campeche,http://ifaj.edu.mx/sitio2/
Instituto de Formación e Investigaciones Jurídicas de Michoacán,http://ifijum.com/
Instituto de Transparencia e Información Pública de Jalisco,http://www.itei.org.mx/splash/10-informe-de-actividades-itei/
Instituto Superior de Ciencias para la Seguridad y Policiales,http://dges.com.mx/dges/ies.php?i=ISCSP
Instituto Potosino de Bellas Artes,http://www.institutopotosinodebellasartes.com/
"Instituto de Cultura, Turismo y Arte de Mazatlán",http://www.culturamazatlan.com/
Instituto Superior de Música del Estado de Veracruz,http://www.ismev.edu.mx/
Escuela Superior de Música y Danza de Monterrey,http://esmdm.edu.mx/
Escuela de Música del Estado de Hidalgo,http://www.emeh.edu.mx/
Escuela Superior de Artes de Yucatán,http://www.esay.edu.mx/
Centro Morelense de Las Artes,http://www.cmamorelos.edu.mx/
Conservatorio de Música del Estado de Puebla,http://www.consermuspue.edu.mx/
Instituto de Artes Visuales del Estado de Puebla,http://www.artesvisualespuebla.mx/
Escuela de Conservación y Restauración de Occidente,http://www.ecro.edu.mx/
Instituto Nacional de Cardiología Dr. Ignacio Chávez,https://www.cardiologia.org.mx/
Hospital Infantil de México Federico Gómez,http://www.himfg.edu.mx/
Colegio Superior de Odontología,http://csoh.edu.mx/
Escuela de Enfermería Beatriz González Ortega,http://beatrizgonzalezortega.edu.mx/
Instituto Nacional de Salud Pública,http://www.insp.mx/
Instituto Mexicano del Seguro Social Hermosillo,http://escuelaimsshermosillo.com/
Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes,http://www.inper.edu.mx/
Instituto de Posgrado en Psicoterapia Cognitivo-Conductual,http://www.tcognitiva.org/
Centro de Cooperación Regional para la Educación de Adultos en América Latina y el Caribe,http://www.crefal.edu.mx/crefal25/
Escuela Nacional de Antropología e Historia,http://www.enah.edu.mx/
Escuela Superior de Deportes,http://esude.com.mx/
Instituto Mexicano del Petróleo,http://www.imp.mx/
"División de Estudios Superiores del Instituto ""18 de Marzo""",http://www.dies8.edu.mx/portal/
Universidad Pedagógica de Durango,http://www.upd.edu.mx/
Universidad Virtual del Estado de Guanajuato,http://www.uveg.edu.mx/index.php/es/
Centro Metropolitano de Arquitectura Sustentable,http://www.cmas.org.mx/
Instituto Superior de Investigación y Docencia para El Magisterio,http://www.isidm.com.mx/
Centro de Enseñanza Técnica Industrial,http://www.ceti.mx/
Instituto Consorcio Clavijero,http://www.clavijero.edu.mx/
Universidad Pedagógica de Yucatán,http://upnmda.edu.mx/
"Centro de Capacitación Cinematográfica, A.C.",http://www.elccc.com.mx/sitio/
"Instituto de Investigación, Innovación y Estudios de Posgrado para la Educación",http://www.iiiepe.edu.mx/
El Colegio del Estado de Hidalgo,http://www.elcolegiodehidalgo.edu.mx/
El Colegio de Jalisco,http://coljal.edu.mx/
El Colegio Mexiquense,http://www.cmq.edu.mx/
Colegio de Postgraduados,http://www.colpos.mx/wb/
Colegio de Postgraduados - Campus Tabasco,http://www.colpos.mx/web11/index.php/campus-tabasco
El Colegio de Veracruz,http://www.colver.edu.mx/
Colegio de Postgraduados - Campus Veracruz,http://www.colpos.mx/web11/index.php/campus-veracruz
Plataforma Nacional de Transparencia,https://consultapublicamx.inai.org.mx/vut-web/
